Assay_Type	AvgSpotLen	BioSample	DATASTORE_provider	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	ethnicity	sex	tissue	AssemblyName	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_region	InsertSize	Organism	Platform	ReleaseDate	SRA_Study	isolate	sample_type
Targeted-Capture	152	SAMN10987918	ncbi	SRX5455549	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-T24_URINARY_TRACT	02/03/2019	1961	965	SRR8657916	SRS4395567	T24_URINARY_TRACT	81	ATCC:T24	T24	carcinoma (transitional_cell_carcinoma)	primary	Caucasian	female	urinary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988042	ncbi	SRX5455550	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-U118MG_CENTRAL_NERVOUS_SYSTEM	02/03/2019	2171	1060	SRR8657915	SRS4395704	U118MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	U-118 MG	glioma (astrocytoma)	primary	Caucasian	NA	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988265	ncbi	SRX5455551	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-TYKNU_OVARY	02/03/2019	1495	814	SRR8657914	SRS4396052	TYKNU_OVARY	NA	NIBRI	TYK-nu	carcinoma (undifferentiated_carcinoma)	primary	Asian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988137	ncbi	SRX5455552	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC70_BREAST	02/03/2019	3365	1810	SRR8657913	SRS4395361	HCC70_BREAST	49	NIBRI	HCC70	carcinoma (ductal_carcinoma)	primary	African_american	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988287	ncbi	SRX5455553	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC78_LUNG	02/03/2019	1750	948	SRR8657912	SRS4395286	HCC78_LUNG	65	DSMZ:HCC-78	HCC-78	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10987735	ncbi	SRX5455554	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC2279_LUNG	02/03/2019	3284	1770	SRR8657911	SRS4395130	HCC2279_LUNG	52	KCLB:HCC-2279	HCC-2279	carcinoma (adenocarcinoma)	primary	Asian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988553	ncbi	SRX5455555	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC2935_LUNG	02/03/2019	1892	904	SRR8657910	SRS4395131	HCC2935_LUNG	39	ATCC:HCC2935	HCC2935	carcinoma (non_small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987702	ncbi	SRX5455556	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC33_LUNG	02/03/2019	1478	817	SRR8657909	SRS4396047	HCC33_LUNG	52	DSMZ:HCC-33	HCC-33	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988035	ncbi	SRX5455557	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC366_LUNG	02/03/2019	1369	701	SRR8657908	SRS4395289	HCC366_LUNG	80	DSMZ:HCC-366	HCC-366	carcinoma (mixed_adenosquamous_carcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987659	ncbi	SRX5455558	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC38_BREAST	02/03/2019	1390	687	SRR8657907	SRS4395357	HCC38_BREAST	50	ATCC:HCC38	HCC38	carcinoma (ductal_carcinoma)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	140	SAMN10988526	ncbi	SRX5455559	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC4006_LUNG	02/03/2019	1899	954	SRR8657906	SRS4395288	HCC4006_LUNG	NA	ATCC:HCC4006	HCC4006	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988276	ncbi	SRX5455560	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC44_LUNG	02/03/2019	5936	2254	SRR8657905	SRS4395358	HCC44_LUNG	54	DSMZ:HCC-44	HCC-44	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988141	ncbi	SRX5455561	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-HCC56_LARGE_INTESTINE	02/03/2019	1639	849	SRR8657904	SRS4395287	HCC56_LARGE_INTESTINE	NA	NIBRI	HCC-56	carcinoma (adenocarcinoma)	primary	Asian	NA	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10987691	ncbi	SRX5455562	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BHY_UPPER_AERODIGESTIVE_TRACT	02/03/2019	3231	1726	SRR8657903	SRS4395623	BHY_UPPER_AERODIGESTIVE_TRACT	52	DSMZ:BHY	BHY	carcinoma (squamous_cell_carcinoma)	primary	Asian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10987687	ncbi	SRX5455563	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BICR16_UPPER_AERODIGESTIVE_TRACT	02/03/2019	1772	891	SRR8657902	SRS4395869	BICR16_UPPER_AERODIGESTIVE_TRACT	NA	ECACC:BICR 16	BICR 16	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988332	ncbi	SRX5455564	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1131	571	SRR8657901	SRS4395629	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NIBRI	BDCM	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10987667	ncbi	SRX5455565	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BECKER_CENTRAL_NERVOUS_SYSTEM	02/03/2019	1850	952	SRR8657900	SRS4411769	BECKER_CENTRAL_NERVOUS_SYSTEM	57	HSRRB	Becker	glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)	primary	Caucasian	male	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987880	ncbi	SRX5455566	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	841	419	SRR8657899	SRS4395628	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	92	ATCC:BCP-1	BCP-1	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10989558	ncbi	SRX5455567	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BCPAP_THYROID	02/03/2019	1154	554	SRR8657898	SRS4395627	BCPAP_THYROID	76	DSMZ:B-CPAP	B-CPAP	carcinoma (papillary_carcinoma)	primary	Caucasian	female	thyroid	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10988547	ncbi	SRX5455568	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BFTC909_KIDNEY	02/03/2019	1716	862	SRR8657897	SRS4395630	BFTC909_KIDNEY	64	DSMZ:BFTC-909	BFTC-909	carcinoma	primary	Asian	male	kidney	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988574	ncbi	SRX5455569	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BHT101_THYROID	02/03/2019	2333	1140	SRR8657896	SRS4395624	BHT101_THYROID	63	DSMZ:BHT-101	BHT-101	carcinoma (anaplastic_carcinoma)	metastasis	Caucasian	female	thyroid	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988541	ncbi	SRX5455570	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BEN_LUNG	02/03/2019	2008	960	SRR8657895	SRS4395236	BEN_LUNG	71	DSMZ:BEN	BEN	carcinoma	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988546	ncbi	SRX5455571	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-BFTC905_URINARY_TRACT	02/03/2019	1536	712	SRR8657894	SRS4395631	BFTC905_URINARY_TRACT	51	DSMZ:BFTC-905	BFTC-905	carcinoma (transitional_cell_carcinoma, papillary_transitional_cell_carcinoma)	primary	Asian	female	urinary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987886	ncbi	SRX5455572	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH358_LUNG	02/03/2019	1149	558	SRR8657893	SRS4395608	NCIH358_LUNG	NA	ATCC:NCI-H358	NCI-H358	carcinoma (bronchioloalveolar_adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988059	ncbi	SRX5455573	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH3255_LUNG	02/03/2019	4029	2183	SRR8657892	SRS4395607	NCIH3255_LUNG	NA	NIBRI	NCI-H3255	carcinoma (adenocarcinoma)	primary	Caucasian	NA	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987678	ncbi	SRX5455574	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH322_LUNG	02/03/2019	2117	1032	SRR8657891	SRS4395273	NCIH322_LUNG	52	EACC	NCI-H322	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988040	ncbi	SRX5455575	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH292_LUNG	02/03/2019	1640	816	SRR8657890	SRS4395272	NCIH292_LUNG	32	NIBRI	NCI-H292	carcinoma (mucoepidermoid_carcinoma)	metastasis	African_american	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987662	ncbi	SRX5455576	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH508_LARGE_INTESTINE	02/03/2019	999	457	SRR8657889	SRS4395605	NCIH508_LARGE_INTESTINE	55	NIBRI	NCI-H508	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987808	ncbi	SRX5455577	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH460_LUNG	02/03/2019	1387	674	SRR8657888	SRS4395604	NCIH460_LUNG	NA	ATCC:NCI-H460	NCI-H460	carcinoma (large_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988349	ncbi	SRX5455578	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH446_LUNG	02/03/2019	5433	1853	SRR8657887	SRS4395603	NCIH446_LUNG	61	ATCC:NCI-H446	NCI-H446	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988237	ncbi	SRX5455579	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH441_LUNG	02/03/2019	6043	2074	SRR8657886	SRS4395274	NCIH441_LUNG	NA	ATCC:NCI-H441	NCI-H441	carcinoma (adenocarcinoma)	metastasis	Caucasian	NA	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987782	ncbi	SRX5455580	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH520_LUNG	02/03/2019	5175	2274	SRR8657885	SRS4395612	NCIH520_LUNG	NA	ATCC:NCI-H520	NCI-H520	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987639	ncbi	SRX5455581	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH510_LUNG	02/03/2019	1430	669	SRR8657884	SRS4395606	NCIH510_LUNG	56	ATCC:NCI-H510	NCI-H510	carcinoma (small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988543	ncbi	SRX5455582	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1134	514	SRR8657883	SRS4395144	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16	DSMZ:RPMI-8402	RPMI-8402	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	148	SAMN10988318	ncbi	SRX5455583	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	3769	2061	SRR8657882	SRS4395945	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61	ATCC:RPMI 8226	RPMI 8226	lymphoid_neoplasm (plasma_cell_myeloma)	primary	African_american	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	148	SAMN10987763	ncbi	SRX5455584	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHOM2B_OVARY	02/03/2019	3292	1797	SRR8657881	SRS4396031	JHOM2B_OVARY	NA	RIKEN:JHOM-2B	JHOM-2B	carcinoma (adenocarcinoma)	primary	Asian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	148	SAMN10987700	ncbi	SRX5455585	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHOM1_OVARY	02/03/2019	3732	2029	SRR8657880	SRS4396032	JHOM1_OVARY	NA	RIKEN:JHOM-1	JHOM-1	carcinoma (adenocarcinoma)	primary	Asian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	148	SAMN10987704	ncbi	SRX5455586	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHOC5_OVARY	02/03/2019	3514	1911	SRR8657879	SRS4395221	JHOC5_OVARY	NA	RIKEN:JHOC-5	JHOC-5	carcinoma (clear_cell_carcinoma)	primary	Asian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987656	ncbi	SRX5455587	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHH7_LIVER	02/03/2019	1487	688	SRR8657878	SRS4396033	JHH7_LIVER	53	NIBRI	JHH-7	carcinoma (hepatocellular_carcinoma)	primary	Asian	male	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10987997	ncbi	SRX5455588	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHH6_LIVER	02/03/2019	1329	687	SRR8657877	SRS4396028	JHH6_LIVER	57	HSRRB	JHH-6	carcinoma (hepatocellular_carcinoma)	primary	Asian	female	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987783	ncbi	SRX5455589	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHH5_LIVER	02/03/2019	1617	772	SRR8657876	SRS4395218	JHH5_LIVER	50	HSSRB	JHH-5	carcinoma (hepatocellular_carcinoma)	primary	Asian	male	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987774	ncbi	SRX5455590	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHH4_LIVER	02/03/2019	1576	841	SRR8657875	SRS4396029	JHH4_LIVER	51	HSRRB	JHH-4	carcinoma (hepatocellular_carcinoma)	primary	Asian	male	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988364	ncbi	SRX5455591	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHH2_LIVER	02/03/2019	845	418	SRR8657874	SRS4396030	JHH2_LIVER	57	HSRRB	JHH-2	carcinoma (hepatocellular_carcinoma)	metastasis	Asian	male	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	147	SAMN10987777	ncbi	SRX5455592	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JHH1_LIVER	02/03/2019	1060	521	SRR8657873	SRS4395336	JHH1_LIVER	50	HSRRB	JHH-1	carcinoma (hepatocellular_carcinoma)	primary	Asian	male	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988454	ncbi	SRX5455593	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	2003	983	SRR8657872	SRS4395332	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	78	NA	JeKo-1	lymphoid_neoplasm (mantle_cell_lymphoma)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988115	ncbi	SRX5455594	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1317	649	SRR8657871	SRS4395325	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	62	NA	NCI-H929	lymphoid_neoplasm (plasma_cell_myeloma)	metastasis	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988233	ncbi	SRX5455595	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-TOV21G_OVARY	02/03/2019	1658	833	SRR8657870	SRS4395668	TOV21G_OVARY	62	NA	TOV-21G	carcinoma (clear_cell_carcinoma)	primary	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988219	ncbi	SRX5455596	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH889_LUNG	02/03/2019	1357	666	SRR8657869	SRS4395981	NCIH889_LUNG	69	ATCC:NCI-H889	NCI-H889	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987923	ncbi	SRX5455597	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-SAOS2_BONE	02/03/2019	1270	579	SRR8657868	SRS4395885	SAOS2_BONE	11	NIBRI	Saos-2	osteosarcoma	primary	Caucasian	female	bone	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10988184	ncbi	SRX5455598	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	991	547	SRR8657867	SRS4395544	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	55	NIBRI	MEG-01	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988268	ncbi	SRX5455599	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MELHO_SKIN	02/03/2019	1589	767	SRR8657866	SRS4395545	MELHO_SKIN	NA	DSMZ:MEL-HO	MEL-HO	malignant_melanoma	primary	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988249	ncbi	SRX5455600	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MELJUSO_SKIN	02/03/2019	1357	616	SRR8657865	SRS4395546	MELJUSO_SKIN	58	DSMZ:MEL-JUSO	MEL-JUSO	malignant_melanoma	primary	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987906	ncbi	SRX5455601	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MESSA_SOFT_TISSUE	02/03/2019	2196	1078	SRR8657864	SRS4395547	MESSA_SOFT_TISSUE	56	ATCC:MES-SA	MES-SA	sarcoma	primary	Caucasian	female	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
