pV	pVAF	mean_iVAF	sd_iVAF	mean_noZero_iVAF	sd_noZero_iVAF	intraVAR	colr
chr13_1003530	11	0.132530120481928	0.00380167634738387	0.0140479357920763	0.0283397691350434	0.0288711997857732	0	black
chr13_1003534	43	0.457446808510638	0.0440338096740569	0.0842545897268213	0.0962599560316594	0.102819584945759	0	black
chr13_1003545	71	0.75531914893617	0.300362865550656	0.236046154847019	0.397663512137488	0.186492325180158	0	red
chr13_1003550	11	0.117021276595745	0.00252294866434214	0.0165318684784409	0.021559743131651	0.0457191824344116	0	black
chr13_1003553	5	0.0520833333333333	0.0021073736993184	0.0158527701778046	0.0404615750269133	0.0634726784656368	0	black
chr13_1003556	23	0.239583333333333	0.00841576983427671	0.0237244486068522	0.0351266914821984	0.0380732391528556	0	black
chr13_1003558	23	0.239583333333333	0.00722385100536803	0.0201953358890601	0.0301517259354492	0.0322248183448103	0	black
chr13_1003559	12	0.125	0.0113423552676691	0.0579935645127531	0.0907388421413527	0.145557530455987	0	black
chr13_1003560	13	0.135416666666667	0.0265881571265497	0.126577362194506	0.19634331416529	0.301216968759792	0	black
chr13_1003597	17	0.158878504672897	0.00185898711678208	0.0105288916669442	0.0117006836173931	0.0247402424233087	0	black
chr13_1003600	39	0.367924528301887	0.0894548078383426	0.225477712240102	0.240839867257076	0.31893976991134	0	black
chr13_1003605	39	0.364485981308411	0.0114958784856869	0.0260067825027429	0.0315399743068846	0.0351829689698837	0	black
chr13_1003607	23	0.214953271028037	0.00590343602897022	0.0227725535039665	0.0274638110912963	0.0433544916981744	0	black
chr13_1003632	52	0.485981308411215	0.0237228352310564	0.045631087169114	0.0488142955715968	0.0554875089863211	0	black
chr13_1003644	104	0.97196261682243	0.2217784205829	0.150077918149948	0.228175875022791	0.147327815747989	0	black
chr13_1003655	107	1	0.196936845187494	0.125262337375416	0.196936845187494	0.125262337375416	0	black
chr13_1003793	3	0.0280373831775701	0.00117629551257064	0.0118699835036868	0.041954539948353	0.0700090438173246	0	black
chr13_1003808	105	0.981308411214953	0.014986878177272	0.0127949240192185	0.0152723425235057	0.0127458511635764	0	black
chr13_1003833	106	0.990654205607477	0.0163898324687585	0.0135422776846614	0.0165444535297846	0.0135113805211044	0	black
chr13_1003842	104	0.97196261682243	0.0149824456682383	0.0129396897916789	0.015414631600976	0.0128680095474796	0	black
chr13_1003849	35	0.327102803738318	0.00305286418840186	0.0182931714111732	0.00933304194739999	0.0313520766097872	0	black
chr13_1003866	102	0.953271028037383	0.0114149670762518	0.0104161227949115	0.011974524285872	0.0103489087241954	0	black
chr13_1003867	102	0.953271028037383	0.0114318845604665	0.0104105815104357	0.0119922710585285	0.0103420848823373	0	black
chr13_1003913	107	1	0.0221784679885704	0.0219246892539072	0.0221784679885704	0.0219246892539072	0	black
chr13_1003915	106	0.990654205607477	0.0191085978728658	0.0218065428956384	0.0192888676641193	0.0218298833992635	0	black
chr13_1003920	106	0.990654205607477	0.0199295140341061	0.0222083067829372	0.0201175283174468	0.0222280838654428	0	black
chr13_1003929	107	1	0.0211321891735141	0.0234613793390937	0.0211321891735141	0.0234613793390937	0	black
chr13_1003930	107	1	0.0390219654497762	0.0418494375961547	0.0390219654497762	0.0418494375961547	0	black
chr13_1003935	107	1	0.0483252310424744	0.0466871020609031	0.0483252310424744	0.0466871020609031	0	black
chr13_1003939	107	1	0.0446588132075658	0.0426908757111038	0.0446588132075658	0.0426908757111038	0	black
chr13_1003940	107	1	0.0439129602417466	0.0421931853946966	0.0439129602417466	0.0421931853946966	0	black
chr13_1003941	107	1	0.0263056398782129	0.0256930300665373	0.0263056398782129	0.0256930300665373	0	black
chr13_1003962	107	1	0.0410283425170113	0.0296068350127321	0.0410283425170113	0.0296068350127321	0	black
chr13_1003971	106	0.990654205607477	0.0198372218903173	0.0150200726311448	0.0200243654930561	0.0149655623393803	0	black
chr13_1003972	107	1	0.0377031539383051	0.0261174495472105	0.0377031539383051	0.0261174495472105	0	black
chr13_1003980	27	0.252336448598131	0.00624147287108663	0.0206681678946013	0.0247347258224544	0.0355883871406488	0	black
chr13_1003992	107	1	0.0357038798518736	0.0221603806503542	0.0357038798518736	0.0221603806503542	0	black
chr13_1004039	107	1	0.0193982197685039	0.0106035120560889	0.0193982197685039	0.0106035120560889	0	black
chr13_1004042	107	1	0.0380563729720535	0.0173783325505095	0.0380563729720535	0.0173783325505095	0	black
chr13_1004062	107	1	0.0213729099841141	0.0125402436598774	0.0213729099841141	0.0125402436598774	0	black
chr13_1004080	107	1	0.0172847849727575	0.0107458150062874	0.0172847849727575	0.0107458150062874	0	black
chr13_1004090	107	1	0.0452000272719407	0.021518184890723	0.0452000272719407	0.021518184890723	0	black
chr13_1004110	107	1	0.0375360639311867	0.0191987244558169	0.0375360639311867	0.0191987244558169	0	black
chr13_1004122	107	1	0.0444291702078672	0.0216843417402432	0.0444291702078672	0.0216843417402432	0	black
chr13_1004140	107	1	0.0478278850941025	0.0235459956324508	0.0478278850941025	0.0235459956324508	0	black
chr13_1004141	107	1	0.0427368532678109	0.0213485791353342	0.0427368532678109	0.0213485791353342	0	black
chr13_1004203	106	0.990654205607477	0.0117431947249458	0.0113243544812424	0.0118539795808415	0.0113197437619078	0	black
chr13_1004245	107	1	0.0289554831588056	0.0121928616836037	0.0289554831588056	0.0121928616836037	0	black
chr13_1004270	107	1	0.0297728926265947	0.0135681199437825	0.0297728926265947	0.0135681199437825	0	black
chr13_1004356	104	0.97196261682243	0.0147957697266385	0.016074786968272	0.0152225707764454	0.0161048088182386	0	black
chr13_1004359	106	0.990654205607477	0.0280018980245307	0.0289065734786488	0.0282660668738187	0.0289138351209501	0	black
chr13_1004363	98	0.91588785046729	0.0105056103145934	0.0144507323534875	0.011470411261852	0.0147315411357545	0	black
chr13_1004366	100	0.934579439252336	0.00983071919898156	0.0128729711496923	0.0105188695429103	0.0130429603173034	0	black
chr13_1004368	102	0.953271028037383	0.019758343606292	0.0187498488831436	0.0207268898615024	0.0186731605066583	0	black
chr13_1004372	107	1	0.0397009757718377	0.0337403475174311	0.0397009757718377	0.0337403475174311	0	black
chr13_1004375	104	0.97196261682243	0.0152307767012554	0.0164369601246747	0.0156701260291763	0.0164648502307786	0	black
chr13_1004386	106	0.990654205607477	0.0454995772652431	0.0472660711425637	0.0459288185601982	0.047280610662414	0	black
chr13_1004387	104	0.97196261682243	0.0212337894097289	0.023259299547478	0.0218463025657787	0.0233075329029713	0	black
chr13_1004391	107	1	0.0507925163200086	0.0486619325084586	0.0507925163200086	0.0486619325084586	0	black
chr13_1004396	106	0.990654205607477	0.0288989395246079	0.0311849652150571	0.0291715710295571	0.0312047295579185	0	black
chr13_1004397	105	0.981308411214953	0.0216672855509649	0.0198982140461835	0.0220799957519357	0.0198583199504102	0	black
chr13_1004399	106	0.990654205607477	0.0277856755241732	0.0293930623556685	0.0280478045385522	0.0294067690549242	0	black
chr13_1004400	106	0.990654205607477	0.027249432799156	0.0287308637883604	0.0275065029199028	0.0287434451333116	0	black
chr13_1004410	107	1	0.0404352799901653	0.0285896635348363	0.0404352799901653	0.0285896635348363	0	black
chr13_1004413	107	1	0.0232006838827511	0.0222773775423094	0.0232006838827511	0.0222773775423094	0	black
chr13_1004421	107	1	0.0409190734080276	0.032727847213944	0.0409190734080276	0.032727847213944	0	black
chr13_1004443	107	1	0.0227555149507174	0.0151313124856227	0.0227555149507174	0.0151313124856227	0	black
chr13_1004447	107	1	0.0194304969915865	0.0140778749474534	0.0194304969915865	0.0140778749474534	0	black
chr13_1004475	95	0.88785046728972	0.00695279061132504	0.00970103901371184	0.00783103784643978	0.00995858762589193	0	black
chr13_1004480	85	0.794392523364486	0.00435534261746541	0.0131176104644773	0.00548260776551528	0.0145218516299088	0	black
chr13_1004634	107	1	0.0202554611820035	0.0100734289870983	0.0202554611820035	0.0100734289870983	0	black
chr13_1004650	41	0.383177570093458	0.00464586396420553	0.0199400796686099	0.0121245718090242	0.0309954016911227	0	black
chr13_1004680	33	0.308411214953271	0.0017794427100535	0.0133351484400786	0.00576970818108258	0.0237761878471806	0	black
chr13_1004755	107	1	0.0347292402735369	0.0134575933915518	0.0347292402735369	0.0134575933915518	0	black
chr13_1004763	107	1	0.0314850896771211	0.0125006576538558	0.0314850896771211	0.0125006576538558	0	black
chr13_1004788	107	1	0.0392522266872356	0.015490236492969	0.0392522266872356	0.015490236492969	0	black
chr13_1004800	107	1	0.0381980141190563	0.0148655205621639	0.0381980141190563	0.0148655205621639	0	black
chr13_1004801	107	1	0.0374839927598433	0.0150949035329773	0.0374839927598433	0.0150949035329773	0	black
chr13_1004864	107	1	0.0305636310507737	0.011923232919909	0.0305636310507737	0.011923232919909	0	black
chr13_1004865	107	1	0.0313016536674708	0.01205362574392	0.0313016536674708	0.01205362574392	0	black
chr13_1004914	107	1	0.0275202595825404	0.0114515124507177	0.0275202595825404	0.0114515124507177	0	black
chr13_1004921	107	1	0.0265282284496831	0.0114166435107225	0.0265282284496831	0.0114166435107225	0	black
chr13_1004922	107	1	0.0240996090317227	0.0107739364076383	0.0240996090317227	0.0107739364076383	0	black
chr13_1004930	107	1	0.0152212601892961	0.00878691418351817	0.0152212601892961	0.00878691418351817	0	black
chr13_1004939	107	1	0.0218895190210441	0.0120252036895084	0.0218895190210441	0.0120252036895084	0	black
chr13_1004972	107	1	0.0251477709187248	0.0130958844320027	0.0251477709187248	0.0130958844320027	0	black
chr13_1004973	107	1	0.0249651151498931	0.0130280098081871	0.0249651151498931	0.0130280098081871	0	black
chr13_1004978	107	1	0.0338125672078454	0.0173066215718622	0.0338125672078454	0.0173066215718622	0	black
chr13_1004996	107	1	0.0283350623388776	0.0135700831759528	0.0283350623388776	0.0135700831759528	0	black
chr13_1005004	47	0.439252336448598	0.0021213672779385	0.0137251084005541	0.00482949571786	0.0205116211033654	0	black
chr13_1005015	107	1	0.0314298948663028	0.0133334292184427	0.0314298948663028	0.0133334292184427	0	black
chr13_1005225	101	0.94392523364486	0.00662924082676754	0.0101088630797288	0.00702305711350621	0.0102726339034277	0	black
chr13_1005545	26	0.242990654205607	0.0107188381842369	0.0296511564972213	0.0441121417582056	0.0468593431389025	0	black
chr13_1005550	6	0.0560747663551402	0.0011876632430484	0.0112993113084239	0.0211799945010298	0.0468889441640456	0	black
chr13_1005559	94	0.886792452830189	0.12990945886411	0.11585555881645	0.146493645102082	0.112689156697721	0	black
chr13_1005562	89	0.839622641509434	0.114084116840963	0.108430906523682	0.135875465001596	0.105042821634821	0	black
chr13_1005565	84	0.785046728971963	0.0915541228937053	0.102874398764297	0.116622513686029	0.102747543504422	0	black
chr13_1005569	14	0.132075471698113	0.00988812462293074	0.0529082187130046	0.0741609346719806	0.131381311112875	0	black
chr13_1005595	59	0.572815533980582	0.0458288549807966	0.0763812949048752	0.0800063061529161	0.0864778364927495	0	black
chr13_1005610	17	0.158878504672897	0.00857410646233187	0.0252922291311012	0.0539664347923241	0.0404379234223305	0	black
chr13_1005700	42	0.4	0.024506119998605	0.047624955553639	0.0612652999965126	0.058705460070625	0	black
chr13_1005719	52	0.509803921568627	0.0319536270146414	0.0622240915865029	0.0626782683748735	0.0755263484048098	0	black
chr13_1005720	70	0.707070707070707	0.163004573977945	0.146882518405966	0.230535040340237	0.121853366251428	0	black
chr13_1005721	83	0.813725490196078	0.34272031087711	0.218655636498076	0.421174357945365	0.159507010845563	0	red
chr13_1005989	37	0.486842105263158	0.0965433039777093	0.257353374712421	0.198305164927187	0.342403699510765	0	black
chr13_1006006	38	0.506666666666667	0.0707154299583897	0.208293453924491	0.139569927549453	0.277313141519956	0	black
chr13_1006008	4	0.0493827160493827	0.00240649125902501	0.0165365340001903	0.0487314479952564	0.0654385912105372	0	black
chr13_1006012	40	0.519480519480519	0.0486121694320805	0.147610663097776	0.0935784261567549	0.195306605504526	0	black
chr13_1006013	42	0.538461538461538	0.0470985550612577	0.140754972366614	0.0874687451137643	0.183277321435315	0	black
chr13_1006026	45	0.542168674698795	0.0799090875568353	0.228854617041789	0.14738787260483	0.295694628066001	0	black
chr13_1006030	44	0.54320987654321	0.0761589304889271	0.224557213418092	0.140201667490979	0.290908913780922	0	black
chr13_1006043	48	0.564705882352941	0.0626251796625001	0.195109668250035	0.110898755652344	0.250137269793065	0	black
chr13_1006057	46	0.528735632183908	0.0638210569804511	0.196091916230252	0.120705042549984	0.25781263425633	0	black
chr13_1006067	44	0.5	0.057832652533818	0.189829288191416	0.115665305067636	0.257028304544281	0	black
chr13_1006068	58	0.659090909090909	0.0508996410868803	0.131259602997006	0.0772270416490597	0.155653990593784	0	black
chr13_1006075	44	0.5	0.0563239874996221	0.189471377944482	0.112647974999244	0.257179586528706	0	black
chr13_1006079	54	0.613636363636364	0.0373314627769369	0.0859849311693804	0.060836457858712	0.103341224040183	0	black
chr13_1006083	59	0.67816091954023	0.0524696534474236	0.131060604873593	0.0773705059309466	0.153327627757361	0	black
chr13_1006084	61	0.709302325581395	0.0602157720487943	0.145742148169743	0.0848943671507592	0.16721574250559	0	black
chr13_1006086	23	0.264367816091954	0.0152460087389213	0.0581586708663079	0.0576696852298326	0.10326888648251	0	black
chr13_1006088	49	0.563218390804598	0.0408998888134739	0.132542191817834	0.072618169934127	0.170656596691513	0	black
chr13_1006089	46	0.51685393258427	0.029424595957413	0.0884585371519846	0.0569301965262991	0.117052785875233	0	black
chr13_1006091	40	0.449438202247191	0.0222274209428931	0.0604135996269679	0.0494560115979371	0.0827907411429336	0	black
chr13_1006096	28	0.314606741573034	0.0103371855262442	0.0312792562424784	0.0328574825655621	0.0492083993017649	0	black
chr13_1006101	29	0.325842696629214	0.0106612134845278	0.0317538001882645	0.0327188965559646	0.0492085025511667	0	black
chr13_1006104	41	0.465909090909091	0.0216644566308669	0.0511031574363419	0.0464993215491777	0.0670552693210393	0	black
chr13_1006108	76	0.873563218390805	0.134234941380512	0.128346810018353	0.153663682896113	0.125950907000979	0	black
chr13_1006118	41	0.455555555555556	0.026166452058019	0.0569582678060855	0.0574385532980905	0.0733301687155672	0	black
chr13_1006119	39	0.438202247191011	0.0183566552326096	0.0483519396788872	0.04189082860775	0.0663498128570924	0	black
chr13_1006140	62	0.681318681318681	0.0553126982374858	0.120256310528905	0.0811847667679227	0.138570944918767	0	black
chr13_1006141	47	0.516483516483517	0.070576059247878	0.205543536362155	0.136647263650147	0.270988366672509	0	black
chr13_1006144	55	0.578947368421053	0.0654805071300972	0.192465210541468	0.113102694133804	0.242891063544119	0	black
chr13_1006145	60	0.631578947368421	0.0913736581079926	0.232316601886808	0.144674958670988	0.279545409512352	0	black
chr13_1006154	56	0.589473684210526	0.0667931160603906	0.20612852704868	0.113309750459591	0.259327767581375	0	black
chr13_1006155	51	0.542553191489362	0.0632804384403773	0.206078423997754	0.116634533595989	0.269524916684101	0	black
chr13_1006156	56	0.595744680851064	0.0394152245352029	0.100013283858147	0.0661612697555191	0.122930295597315	0	black
chr13_1006157	31	0.326315789473684	0.0161313240662095	0.0528849601457205	0.0494347027835454	0.0840365724784549	0	black
chr13_1006159	53	0.563829787234043	0.0688993862195656	0.200535952063683	0.122198911408286	0.255507319660929	0	black
chr13_1006164	76	0.791666666666667	0.100087218577217	0.220574610319179	0.126425960308063	0.241356655144615	0	black
chr13_1006170	67	0.705263157894737	0.0889544782196561	0.202936576367404	0.126129484042796	0.232153031107357	0	black
chr13_1006173	54	0.5625	0.0327029911948186	0.0885756954854489	0.0581386510130109	0.112054753012176	0	black
chr13_1006175	54	0.568421052631579	0.0331614638747864	0.0890295483987652	0.0583396123723094	0.112077195516439	0	black
chr13_1006177	34	0.354166666666667	0.0196044340234635	0.0605206114284736	0.0553536960662499	0.0922249703278556	0	black
chr13_1006181	77	0.802083333333333	0.124762959236774	0.251927512412697	0.155548624502991	0.272915119979659	0	black
chr13_1006182	52	0.541666666666667	0.043664962115269	0.154435864035531	0.0806122377512658	0.203446504796566	0	black
chr13_1006186	45	0.473684210526316	0.0269108986325674	0.0744613278748918	0.0568118971131978	0.100537084810781	0	black
chr13_1006192	48	0.505263157894737	0.0415683699874473	0.153297054596702	0.0822707322668228	0.208758505594486	0	black
chr13_1006195	48	0.505263157894737	0.0413662231838527	0.153141096228707	0.0818706500513752	0.208608990999975	0	black
chr13_1006196	39	0.410526315789474	0.0266390983745347	0.084548636519123	0.0648901114251487	0.123026951972304	0	black
chr13_1006197	28	0.294736842105263	0.0441876393052917	0.151349420193773	0.149922347642954	0.251614706755599	0	black
chr13_1006198	37	0.385416666666667	0.0255981447236244	0.0857587941064653	0.0664168079315661	0.128924563020099	0	black
chr13_1006199	48	0.505263157894737	0.0420904909576532	0.153144457767792	0.0833040966870219	0.208327001518385	0	black
chr13_1006203	55	0.572916666666667	0.0868215035227167	0.218644522892876	0.151542987966924	0.272235968231467	0	black
chr13_1006210	74	0.787234042553192	0.134834385795321	0.24964970277899	0.171276111685949	0.270320570846648	0	black
chr13_1006212	14	0.148936170212766	0.0123864194096683	0.0479921414098633	0.0831659588934873	0.100686706957673	0	black
chr13_1006222	47	0.505376344086022	0.0673044564292196	0.193670612463219	0.133176903147179	0.25700819673409	0	black
chr13_1006223	55	0.597826086956522	0.0836112130403521	0.203126826557174	0.139858756358407	0.248030653257811	0	black
chr13_1006224	56	0.608695652173913	0.0832372266094965	0.202668038557743	0.13674687228703	0.245985841659365	0	black
chr13_1006237	37	0.44047619047619	0.0847182785966323	0.229776169458762	0.192333389246408	0.316944311903396	0	black
chr13_1006246	26	0.302325581395349	0.0651339772697012	0.215424033975282	0.215443155584396	0.352288435761426	0	black
chr13_1006248	41	0.476744186046512	0.100563553286699	0.245829076176079	0.210938184942831	0.323347461946057	0	black
chr13_1006250	30	0.352941176470588	0.0805175527110254	0.239247376210238	0.228133066014572	0.361883120812222	0	black
chr13_1006256	53	0.630952380952381	0.113912466428681	0.244227320553144	0.180540512830363	0.288002384217167	0	black
chr13_1006259	30	0.357142857142857	0.0845521990288618	0.243788601123513	0.236746157280813	0.364454678408851	0	black
chr13_1006261	37	0.44047619047619	0.100407899048998	0.244698105492409	0.227953068111238	0.328889332469145	0	black
chr13_1006267	29	0.345238095238095	0.0941167839725682	0.259669020452404	0.27261413288606	0.386622643416501	0	black
chr13_1006268	28	0.337349397590361	0.0946759190816635	0.260685695655511	0.280646474420645	0.39020892588726	0	black
chr13_1006269	15	0.180722891566265	0.0164026322710098	0.055035688651975	0.0907612318995877	0.102517888513349	0	black
chr13_1006272	28	0.337349397590361	0.0973469825077883	0.261325916144156	0.288564269576658	0.387531784843462	0	black
chr13_1006273	13	0.164556962025316	0.0151678719052048	0.0548197550022984	0.0921739908085524	0.108831879197513	0	black
chr13_1006275	15	0.1875	0.0271749227973494	0.0918655299243395	0.144932921585863	0.17127621997527	0	black
chr13_1006285	27	0.364864864864865	0.0464130700393938	0.134857515213851	0.12720619195982	0.200971553837811	0	black
chr13_1006289	24	0.342857142857143	0.0630844594363263	0.168727402823772	0.183996340022618	0.249383620339803	0	black
chr13_1006291	38	0.542857142857143	0.17543424766699	0.315330843667071	0.31855166023743	0.368673655926579	0	black
chr13_1006293	24	0.328767123287671	0.139090263052293	0.293023023293455	0.423066216784059	0.378712019722456	0	red
chr13_1006297	60	0.833333333333333	0.319007854837065	0.275499784131512	0.382809425804478	0.257875240501696	0	red
chr13_1006298	37	0.506849315068493	0.0913421688744449	0.161568207687365	0.180215630482013	0.189069524031009	0	black
chr13_1006299	24	0.324324324324324	0.139735709580167	0.292958256738966	0.430851771205515	0.376189275632351	0	red
chr13_1006300	29	0.391891891891892	0.060258078603732	0.151684664375921	0.153761993678489	0.212355684368274	0	black
chr13_1006301	23	0.302631578947368	0.108611430114697	0.253001402311251	0.358889942987695	0.35257572171164	0	red
chr13_1006303	32	0.432432432432432	0.0728889927469566	0.165500412662749	0.168555795727337	0.21875689924227	0	black
chr13_1006312	31	0.442857142857143	0.110310451365821	0.250511719392484	0.249088115987338	0.329573892042586	0	black
chr13_1006315	23	0.323943661971831	0.128258653158871	0.270646180868619	0.395928885838255	0.3496720667859	0	red
chr13_1006317	35	0.492957746478873	0.049212901226222	0.0866677428729826	0.0998318853446217	0.101303596442153	0	black
chr13_1006324	23	0.323943661971831	0.0271739361553803	0.105263227442375	0.083884759436174	0.174017932322977	0	black
chr13_1006327	46	0.647887323943662	0.225068800888198	0.35464813026568	0.347388801370915	0.390145591539662	0	red
chr13_1006338	30	0.447761194029851	0.0660477737794459	0.187953090542195	0.147506694774096	0.260706464230425	0	black
chr13_1006342	23	0.353846153846154	0.0574394921204145	0.211312465865197	0.162328999470737	0.334811841643885	0	black
chr13_1006343	19	0.287878787878788	0.0560803254496933	0.210380239793607	0.194805341035777	0.36235547607576	0	black
chr13_1006346	27	0.385714285714286	0.0953151740223087	0.280455467474862	0.247113414131911	0.412049580673277	0	black
chr13_1006347	28	0.394366197183099	0.0945467709394399	0.278480879280937	0.239743597739294	0.406153215885916	0	black
chr13_1006356	34	0.453333333333333	0.0997149403441405	0.276712321681155	0.219959427229722	0.380067600687789	0	black
chr13_1006358	39	0.52	0.046821057726901	0.165309864705979	0.0900404956286557	0.221861473882436	0	black
chr13_1006363	63	0.741176470588235	0.181797114075668	0.354559362988992	0.245281820578283	0.393061251108517	0	black
chr13_1006366	65	0.730337078651685	0.197496063188992	0.367550517860341	0.270417686520313	0.40709457277458	0	black
chr13_1006369	43	0.457446808510638	0.0557239310773205	0.202824338700448	0.12181510514577	0.287833384660425	0	black
chr13_1006370	45	0.478723404255319	0.140268557806788	0.335095119957118	0.293005431863067	0.437684499992487	0	black
chr13_1006371	45	0.473684210526316	0.138143464560454	0.333743059019445	0.291636202960958	0.438379106230337	0	black
chr13_1006373	43	0.447916666666667	0.0526210674711566	0.200227654635053	0.117479592493745	0.28789114249007	0	black
chr13_1006376	71	0.724489795918367	0.181255921258869	0.358908136706762	0.250184229343228	0.401260172765568	0	black
chr13_1006384	52	0.52	0.140402190802969	0.328083334801411	0.270004213082632	0.416252845407717	0	black
chr13_1006388	48	0.466019417475728	0.0265156621634485	0.0508939842596227	0.0568981917257333	0.062094990894429	0	black
chr13_1006390	80	0.776699029126214	0.186941584693834	0.369672786365959	0.240687290293311	0.404159389792921	0	black
chr13_1006394	62	0.613861386138614	0.134505073539231	0.31377718297591	0.219113103668748	0.377572290654107	0	black
chr13_1006423	12	0.125	0.00543893584460391	0.0244434723937463	0.0435114867568313	0.0579041512213153	0	black
chr13_1006455	41	0.383177570093458	0.0305706748799259	0.0623172815952354	0.0797820051744408	0.0791630749021258	0	black
chr13_1006496	61	0.570093457943925	0.0202068241951504	0.0334058508294918	0.0354447571947719	0.0377148063823414	0	black
chr13_1006524	38	0.355140186915888	0.00794286802692249	0.0214469566723104	0.0223654441810712	0.0314081537529929	0	black
chr13_1006538	71	0.663551401869159	0.0352096579161944	0.0668403366919242	0.0530624422117296	0.076186769453054	0	black
chr13_1006542	102	0.953271028037383	0.183566313945591	0.159713944711407	0.192564662668415	0.158181614874927	0	black
chr13_1006545	26	0.242990654205607	0.00612225888279062	0.0243518139925106	0.0251954500176383	0.0448841402097224	0	black
chr13_1006546	97	0.906542056074766	0.176305573308372	0.158939607128412	0.194481405608204	0.155953689258571	0	black
chr13_1006547	100	0.943396226415094	0.266726091003328	0.191902150230489	0.282729656463528	0.185709326641126	0	black
chr13_1006553	23	0.214953271028037	0.00480108129157527	0.0262666056133529	0.0223354651390676	0.0539887935453995	0	black
chr13_1006577	47	0.439252336448598	0.00987309662603038	0.0200498876709502	0.0224770497656436	0.0252365773549377	0	black
chr13_1006610	23	0.214953271028037	0.00368681364706371	0.020761192081511	0.0171516982711225	0.0428406787161259	0	black
chr13_1006615	57	0.532710280373832	0.00466381481476929	0.013205326882783	0.00875488044175989	0.0171353814733638	0	black
chr13_1006779	27	0.252336448598131	0.00340300809609857	0.0138637531852077	0.0134859950475018	0.0253454222280493	0	black
chr13_1006781	19	0.177570093457944	0.00165550237439158	0.0114146250912972	0.00932309231894207	0.0263026205537655	0	black
chr13_1006860	10	0.113636363636364	0.00172660781016583	0.0118005854664027	0.0151941487294593	0.0334478099465102	0	black
chr13_1006873	11	0.129411764705882	0.00218454060371639	0.0164121040856882	0.0168805410287176	0.0446062334928424	0	black
chr13_1006890	9	0.104651162790698	0.00338038903747263	0.0243296228348784	0.0323014952469607	0.0723760507234339	0	black
chr13_1006903	58	0.666666666666667	0.0346714317413431	0.063532610453911	0.0520071476120146	0.0719207723266271	0	black
chr13_1006918	9	0.107142857142857	0.00225462580441151	0.0135956522746392	0.0207926601962395	0.038222913505904	0	black
chr13_1006947	15	0.182926829268293	0.004825870468556	0.0272762431015755	0.0263814252281061	0.0607885530898145	0	black
chr13_1006969	6	0.0714285714285714	0.0017621826120645	0.0141547440025092	0.024670556568903	0.0514560755243397	0	black
chr13_1006975	15	0.180722891566265	0.00591297637968865	0.0229183594997378	0.0327184693009439	0.0462254399024458	0	black
chr13_1006976	62	0.75609756097561	0.0377895537651952	0.0363870594457069	0.0499797323991291	0.0337471868919176	0	black
chr13_1007009	64	0.744186046511628	0.062760469490779	0.0733421545956398	0.0843343808782343	0.0735470966724027	0	black
chr13_1007059	45	0.542168674698795	0.0649111352587933	0.0900224367919822	0.119724982810663	0.0916037409061715	0	black
chr13_1007167	12	0.141176470588235	0.00332630580387106	0.0175454345143698	0.02356133277742	0.0427865531357574	0	black
chr13_1007183	80	0.930232558139535	0.391868219713572	0.207034954124221	0.41635998344567	0.187749511280195	0	red
chr13_1007236	53	0.602272727272727	0.0974474914179421	0.175953011529321	0.161799608392055	0.202941323885713	0	black
chr13_1007243	42	0.471910112359551	0.0223918602866393	0.044077388322357	0.04744941822645	0.0543321373806908	0	black
chr13_1007252	48	0.539325842696629	0.0166535152752955	0.0550945964036348	0.0308783929062772	0.0723515200545809	0	black
chr13_1007274	63	0.741176470588235	0.137768458825924	0.152914722131532	0.18587807936831	0.150310733257715	0	black
chr13_1007320	6	0.0759493670886076	0.00303841670395715	0.0146402825898145	0.0400058199354358	0.0396103181840182	0	black
chr13_1007378	6	0.0983606557377049	0.00988744502687206	0.0529277034535806	0.100522357773199	0.150609094557557	0	black
chr13_1007390	20	0.333333333333333	0.0454004577799025	0.101386817938818	0.136201373339708	0.137483728464751	0	black
chr13_1007412	19	0.322033898305085	0.0622858511963263	0.167156287282239	0.193413958978066	0.251519039614519	0	black
chr13_1007417	34	0.576271186440678	0.136609612868005	0.189551358337392	0.237057857623891	0.196508466779189	0	black
chr13_1007499	19	0.487179487179487	0.112995342477818	0.201017350673171	0.231937808243941	0.237035536342073	0	black
chr13_1007532	12	0.292682926829268	0.0431703069864878	0.0988608239474204	0.1474985488705	0.136940374899339	0	black
chr13_1007622	11	0.244444444444444	0.0422707685784737	0.158933205930146	0.172925871457392	0.293751509084751	0	black
chr13_1007676	2	0.0392156862745098	0.00597636700387878	0.0423285456180174	0.152397358598909	0.21203052606122	0	black
chr13_1007682	4	0.0701754385964912	0.0233378218409005	0.135097397721015	0.332563961232833	0.451192237464174	0	red
chr13_1007704	2	0.0307692307692308	0.0040583082398029	0.0229867940019685	0.131895017793594	0.00975102767650488	0	black
chr13_1007805	43	0.565789473684211	0.0530790946026821	0.10405262358948	0.0938142137163684	0.124182585368178	0	black
chr13_1007812	72	0.911392405063291	0.358060514753167	0.222004855918829	0.392871953687502	0.200689537901246	0	red
chr13_1007816	39	0.493670886075949	0.0476335287862583	0.0934015157913559	0.0964884301054977	0.114319081308547	0	black
chr13_1007817	26	0.325	0.00881957073700244	0.0249019738059878	0.0271371407292383	0.0379812097296401	0	black
chr13_1007824	6	0.075	0.00168611797326284	0.0127205355568957	0.0224815729768378	0.0446722793866375	0	black
